total_tasks,outsourcing_rate,market_demand,market_supply,cost_reduction,time_savings,avg_topsis_score,avg_confidence
3,0.0,0.6305987323201563,0.8027395144496602,0.0,0.0,0.0,1.0
4,0.0,0.5328552140298471,0.8173704950037233,0.0,0.0,0.0,1.0
5,0.0,0.45342020320322707,0.8643225377452843,0.0,0.0,0.0,0.96
7,0.0,0.7442640358726682,0.8160025125911521,0.0,0.0,0.0,0.9428571428571428
7,0.0,0.40515604417582396,0.7342488657009056,0.0,0.0,0.0,0.9428571428571428
7,0.0,0.3855975875256156,0.7901529398764565,0.0,0.0,0.0,0.9428571428571428
9,0.0,0.6659236622966298,0.7794864085101778,0.0,0.0,0.0,0.9333333333333333
12,0.0,0.3960226623134889,0.8940186056061499,0.0,0.0,0.0,0.9200000000000002
14,0.0,0.48965416287357977,0.8253382170211654,0.0,0.0,0.0,0.9
16,0.0,0.7628323099161971,0.8415085006339454,0.0,0.0,0.0,0.9200000000000002
18,0.0,0.6216871489992564,0.7847054613377085,0.0,0.0,0.0,0.9
19,0.0,0.5882281986424038,0.7643638764642683,0.0,0.0,0.0,0.9
23,0.0,0.5268552654855961,0.828570447268101,0.0,0.0,0.0,0.9
25,0.04,0.6583892746602524,0.7362478579170723,0.01759482063038125,0.046542325786746934,0.7657979250614017,0.9
27,0.07407407407407407,0.4950817907536811,0.6860137884839502,0.030922557549639913,0.10156776193180334,0.7531786731610801,0.9292552320841378
28,0.07142857142857142,0.5333842908847639,0.7743851827657036,0.030411411782506885,0.0997275179369919,0.7531786731610801,0.9292552320841378
29,0.10344827586206896,0.33943240149802756,0.8858798332081064,0.036756141601703686,0.12185633520142757,0.7254347675463718,0.9303951232906101
30,0.1,0.36997017138591315,0.8172489534308552,0.03671889423631951,0.12096694345949012,0.7254347675463718,0.9303951232906101
32,0.09375,0.46894675019973187,0.7566627701685135,0.035578005894796656,0.11514305449098829,0.7254347675463718,0.9303951232906101
32,0.09375,0.6101906055622349,0.818368110065946,0.035578005894796656,0.11514305449098829,0.7254347675463718,0.9303951232906101
38,0.13157894736842105,0.6437293002091597,0.8255854505399862,0.11233928385187465,0.1811001531980698,0.6687889144688466,0.9494469172808927
43,0.16279069767441862,0.47842644067376505,0.85754278793843,0.18389183596202305,0.2506044519150835,0.734508635757846,0.9531631751487859
46,0.15217391304347827,0.6069920931959014,0.8786304230820777,0.174620928145804,0.2338130301385218,0.734508635757846,0.9307928304395524
47,0.14893617021276595,0.4273057638667397,0.7849774033905272,0.16862923802728114,0.2290255669327125,0.734508635757846,0.9102605446450986
49,0.14285714285714285,0.4731688260967905,0.7975475382568015,0.1626402625589967,0.22253054128769836,0.7674053845635562,0.9252271741921945
51,0.1568627450980392,0.40198768610538127,0.7243996445086773,0.16491163959640712,0.22713364577527745,0.7489264846062881,0.8978760680163388
52,0.15384615384615385,0.5664791764606634,0.7926690134614546,0.16314006621565041,0.22225230639403973,0.7489264846062881,0.897876068016339
55,0.14545454545454545,0.5842652938501475,0.8281217646735678,0.1574202376925734,0.21002770276218696,0.7305112537579412,0.8958840649276463
56,0.16071428571428573,0.5921013156887658,0.8408134595838015,0.1726068237023121,0.22611847858383896,0.8062081729524309,0.8992601639979254
57,0.15789473684210525,0.5244602838994384,0.814716355783866,0.17131108823269856,0.22001058012544455,0.8062081729524309,0.9197924497923793
58,0.15517241379310345,0.45585787129300676,0.8475508526061281,0.16533035886133024,0.2156970021923804,0.8062081729524309,0.898469584494021
62,0.14516129032258066,0.558767952308028,0.8217365937371747,0.15840649035808615,0.20468350947409666,0.8819050921469204,0.9393158859739948
62,0.14516129032258066,0.3321951789582068,0.8567860506045908,0.15840649035808615,0.20468350947409666,0.8819050921469204,0.9393158859739948
66,0.13636363636363635,0.4719461035907509,0.7670749675014025,0.15374638918806133,0.19363522444711267,0.0,0.9586729684689125
67,0.13432835820895522,0.5572405315312887,0.7800632906369337,0.15124100034166774,0.19146119860823557,0.0,0.9586729684689125
70,0.14285714285714285,0.5265308232676391,0.7480259782187703,0.15450046759804548,0.20948083019185096,0.7881743497915307,0.9611798337672706
72,0.1527777777777778,0.5380135960445117,0.851933441065083,0.1971032314552035,0.2318285394236747,0.7495594284286193,0.9209234072404815
76,0.14473684210526316,0.5231180131661961,0.8237471007630626,0.1845224174183125,0.22211551154435458,0.7495594284286193,0.9197615629846941
78,0.14102564102564102,0.44295737652398887,0.747921231222991,0.18265781140398704,0.21854642561079274,0.7109445070657079,0.9385775629846942
79,0.13924050632911392,0.6210630783864551,0.7464318608584479,0.18073587017097048,0.21677847625409874,0.7109445070657079,0.9385775629846942
79,0.13924050632911392,0.5623380137037569,0.8326784988870316,0.18073587017097048,0.21677847625409874,0.7109445070657079,0.9385775629846942
80,0.1375,0.507325861080768,0.7692225708508814,0.1794840488237074,0.2145961976398126,0.7109445070657079,0.9385775629846942
82,0.13414634146341464,0.4898445363328392,0.7647817696494814,0.1763561068998341,0.21184687941316557,0.0,0.9788339895114833
83,0.13253012048192772,0.47210708254560796,0.832136268424264,0.17505490410967592,0.21076696629854136,0.0,0.9788339895114833
85,0.12941176470588237,0.5646629708182365,0.8150669331324805,0.1688204307607437,0.20275628494178552,0.0,1.0
88,0.13636363636363635,0.4101902593465656,0.8744175337754753,0.19469042361772954,0.21596532523406975,0.7310781765804424,0.9608342021008272
94,0.1276595744680851,1.6459498113246724,0.8286234063524852,0.18504784500925442,0.20281776019184042,0.7310781765804424,0.9403939599862963
103,0.13592233009708737,1.457623145049132,0.7648813483197611,0.1756263368249646,0.2269993877380874,0.7761326943420457,0.9400592757964776
106,0.1320754716981132,1.4303880586711564,0.7839988483659189,0.17266168308409166,0.2221002626971024,0.7761519483353001,0.9387243056164213
117,0.13675213675213677,1.502021199764455,0.7594990927717427,0.2088423969199956,0.24101616291066985,0.770242050706403,0.9195601806365475
122,0.13934426229508196,1.551536501251571,0.8994097234959161,0.2273732570915782,0.25013695236655936,0.7683813794436045,0.9604450354368168
131,0.13740458015267176,1.6372054756236856,0.8614552401429804,0.2301617814723152,0.2445371884319264,0.7656356894636016,0.9603746222564572
136,0.1323529411764706,1.638697248805979,0.7829920131263617,0.22288928731197288,0.2340293523838412,0.7656356894636016,0.9402281824142158
141,0.14184397163120568,1.756399263061301,0.7330560110053255,0.23541640156892094,0.24415601361636058,0.9173387297386864,0.900767450176083
148,0.14864864864864866,1.801699881051,0.8514846122418356,0.24394484814764725,0.2524208754278491,0.8224217321660078,0.9211099635972708
151,0.1456953642384106,0.48262330973066925,0.8132054551547669,0.24048944059516542,0.24761640575999147,0.7749725715796328,0.9395479215541098
154,0.14285714285714285,0.38837973751941623,0.8830791250202965,0.23464377586600324,0.241286147174913,0.7749999464824843,0.8957781173073525
157,0.14012738853503184,0.44028664547938046,0.7793091635743243,0.22983732984680214,0.23396547493410538,0.0,0.8946693738744518
161,0.13664596273291926,0.657908551792918,0.7596769824280173,0.22161076455508766,0.2261879096124934,0.0,0.8736032486493424
162,0.13580246913580246,0.5694659303215539,0.8405888693845046,0.22031274470802933,0.2242048427978192,0.0,0.8946693738744518
164,0.13414634146341464,0.5847667440265213,0.7912925927070451,0.2178358570040938,0.2221447020451202,0.0,0.9368016243246711
166,0.13253012048192772,0.37528170741859823,0.7385455492714652,0.21677815195141947,0.21898805768936916,0.0,0.9368016243246711
172,0.12790697674418605,0.4698260515371497,0.818356517495022,0.20461735727077435,0.2061176808000198,0.0,0.9368016243246711
177,0.12994350282485875,0.6682236692231689,0.7471979237033717,0.21320880528966057,0.21090856272870254,0.7489860951318812,0.9379103677575715
179,0.12849162011173185,0.37514208770501695,0.8126576610728622,0.21173080427186441,0.20951684742490476,0.7489860951318812,0.9589764929826814
183,0.13114754098360656,0.4892081026730774,0.8869466861998182,0.20683402460665373,0.20939257297889352,0.7650786913169569,0.9600852364155819
186,0.12903225806451613,0.5312454921419895,0.7017747390947995,0.19965097497485837,0.2032186336227013,0.7811712875020326,0.9589764929826814
187,0.12834224598930483,0.5553617114759081,0.781058872824168,0.19920434945037582,0.20245997798179904,0.7811712875020326,0.9379103677575718
191,0.13089005235602094,0.5704566676781561,0.7868903754664144,0.20607406347401208,0.20717294099787556,0.7180231394244265,0.9168442425324621
194,0.13402061855670103,0.4922770862252198,0.7767203245733835,0.2128907164101798,0.21251467000918314,0.7093603560840329,0.9179529859653626
