decision,topsis_score,confidence,cost_savings,time_savings,contractor_name,contractor_specialization
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
OUTSOURCE,0.9743349354348455,1.0,219.80294976083198,139.93079722814096,Premium GPU Specialist_002,gpu_specialist
OUTSOURCE,0.813940617374216,0.8925523208413788,85.65256014470708,96.24870772834964,High-Throughput CPU_029,cpu_specialist
OUTSOURCE,0.5,0.7,-13.444083368618735,0.0,Edge Specialist_025,edge_specialist
OUTSOURCE,0.9244989479043678,0.8113989120647223,10.992291408862464,121.97399093256874,High-Throughput CPU_029,cpu_specialist
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,0.7491048343227424,0.0,0.0,,
LOCAL,0.0,0.7755005567935636,0.0,0.0,,
LOCAL,0.0,0.7975720704382256,0.0,0.0,,
OUTSOURCE,0.8788693747967442,0.81625,73.72191302263411,75.53660330932331,High-Throughput CPU_029,cpu_specialist
LOCAL,0.0,0.7762965529076646,0.0,0.0,,
LOCAL,0.0,0.7946771420554618,0.0,0.0,,
OUTSOURCE,0.9741164444493384,0.8106716469952417,121.06367642659106,55.25966710855082,Premium GPU Specialist_002,gpu_specialist
LOCAL,0.0,0.7808653382050206,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,0.7963299691130737,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
OUTSOURCE,0.8190834154638263,0.8100575436104562,13.04334127408751,14.406645726799603,High-Throughput CPU_029,cpu_specialist
LOCAL,0.0,0.7867713470164175,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,0.7999583376727071,0.0,0.0,,
OUTSOURCE,0.9812163161607355,0.81184,85.66450253272076,150.7898713318487,Premium GPU Specialist_010,gpu_specialist
LOCAL,0.0,0.7930220481464704,0.0,0.0,,
OUTSOURCE,0.9842960508974645,0.8044136865856379,187.066613991,106.1000537284156,Premium GPU Specialist_010,gpu_specialist
OUTSOURCE,0.5,0.7,73.19080631128287,145.61059267756147,Budget Provider_016,budget_provider
LOCAL,0.0,0.7883398951148328,0.0,0.0,,
LOCAL,0.0,0.7991929032678501,0.0,0.0,,
OUTSOURCE,0.7399697910892414,0.8091491177404222,154.87727087014994,78.11423438327603,High-Throughput CPU_029,cpu_specialist
LOCAL,0.0,0.7955975788546896,0.0,0.0,,
OUTSOURCE,0.7396974539825297,0.8051036934354578,58.37676077085109,27.072740119220335,High-Throughput CPU_029,cpu_specialist
LOCAL,0.0,0.793216845046565,0.0,0.0,,
OUTSOURCE,0.9917533114040398,0.8022722194827545,211.24827209181345,138.74017057422515,Premium GPU Specialist_010,gpu_specialist
LOCAL,0.0,0.7917539916348935,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
OUTSOURCE,0.5,0.7,-83.89950204726546,45.16015191558809,Budget Provider_006,budget_provider
OUTSOURCE,0.6685941016626809,0.8003703703703704,-27.588603049172768,26.551719273812267,High-Throughput CPU_004,cpu_specialist
