decision,topsis_score,confidence,cost_savings,time_savings,contractor_name,contractor_specialization
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
LOCAL,0.0,0.8,0.0,0.0,,
OUTSOURCE,0.9956587321235469,1.0,343.4480752958646,182.36340781769977,Premium GPU Specialist_009,gpu_specialist
OUTSOURCE,0.5,0.7,-28.722090878005165,37.86423994439528,Hybrid Cloud_018,hybrid_cloud
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
OUTSOURCE,0.7895935016199126,0.8925523208413788,-10.192919205015855,91.08477975391449,High-Throughput CPU_004,cpu_specialist
LOCAL,0.0,1.0,0.0,0.0,,
OUTSOURCE,0.9956539077616974,0.8113989120647223,135.03326536740403,226.00052041151088,Premium GPU Specialist_009,gpu_specialist
LOCAL,0.0,0.7491048343227424,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,0.7755005567935636,0.0,0.0,,
LOCAL,0.0,0.7975720704382256,0.0,0.0,,
OUTSOURCE,0.7961754582226088,0.81625,94.8532835717449,49.268724038438656,High-Throughput CPU_004,cpu_specialist
LOCAL,0.0,0.7762965529076646,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,0.7946771420554618,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
OUTSOURCE,0.7892079935010061,0.8106716469952417,121.10284769151875,116.39041742989912,High-Throughput CPU_004,cpu_specialist
LOCAL,0.0,0.7808653382050206,0.0,0.0,,
LOCAL,0.0,0.7963299691130737,0.0,0.0,,
OUTSOURCE,0.5,0.7,-46.49545912290235,33.68592959094023,Quantum-Enhanced_005,quantum_enhanced
OUTSOURCE,0.793179943482977,0.8100575436104562,3.4891506153025773,20.8143790008467,High-Throughput CPU_004,cpu_specialist
LOCAL,0.0,0.7867713470164175,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
LOCAL,0.0,1.0,0.0,0.0,,
OUTSOURCE,0.5,0.7,-29.677616935102883,45.297590217917474,Hybrid Cloud_018,hybrid_cloud
LOCAL,0.0,0.7999583376727071,0.0,0.0,,
OUTSOURCE,0.995631104443997,0.81184,416.4917381348071,237.60872872672846,Premium GPU Specialist_010,gpu_specialist
LOCAL,0.0,1.0,0.0,0.0,,
